RegionID,SizeRank,RegionName,RegionType,StateName,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31
394311,398,"Albertville, AL",msa,AL,,,,,,,,,,,,,,,,,,,,,,92.0,103.0,77.0,57.0,47.0,25.0,30.0,22.0,22.0,14.0,28.0,25.0,26.0,23.0,27.0,24.0,12.0,7.0,7.0,7.0,8.0,11.0,12.0,14.0,14.0,15.0,12.0,10.0,8.0,8.0,8.0,10.0,12.0,16.0,17.0,18.0,23.0,24.0
394513,399,"Cumberland, MD",msa,MD,97.0,90.0,73.0,54.0,54.0,55.0,67.0,68.0,85.0,92.0,91.0,87.0,100.0,84.0,64.0,33.0,47.0,52.0,57.0,48.0,63.0,71.0,85.0,88.0,92.0,80.0,59.0,34.0,28.0,23.0,30.0,26.0,28.0,34.0,35.0,31.0,17.0,12.0,10.0,10.0,12.0,13.0,14.0,15.0,16.0,17.0,20.0,18.0,16.0,11.0,10.0,9.0,11.0,15.0,17.0,18.0,20.0,25.0,35.0
394340,400,"Ashtabula, OH",msa,OH,94.0,81.0,59.0,42.0,42.0,47.0,57.0,63.0,59.0,66.0,71.0,91.0,79.0,66.0,45.0,45.0,48.0,49.0,56.0,57.0,67.0,69.0,71.0,64.0,61.0,62.0,57.0,47.0,34.0,31.0,29.0,30.0,32.0,34.0,45.0,37.0,26.0,9.0,7.0,7.0,7.0,8.0,9.0,11.0,10.0,16.0,20.0,25.0,19.0,14.0,7.0,8.0,8.0,10.0,11.0,15.0,21.0,28.0,26.0
394988,401,"Pocatello, ID",msa,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,12.0,10.0,6.0,6.0,7.0,7.0,7.0,10.0,14.0,18.0,20.0,20.0,15.0,9.0,5.0,6.0,8.0,12.0,17.0,20.0,26.0,30.0,45.0,49.0
394410,404,"Brainerd, MN",msa,MN,79.0,60.0,35.0,31.0,27.0,36.0,53.0,63.0,71.0,75.0,75.0,68.0,52.0,43.0,34.0,32.0,33.0,35.0,42.0,49.0,58.0,67.0,81.0,82.0,63.0,38.0,26.0,30.0,33.0,34.0,27.0,24.0,25.0,34.0,40.0,34.0,22.0,11.0,9.0,9.0,9.0,11.0,14.0,16.0,23.0,27.0,28.0,20.0,14.0,9.0,8.0,8.0,11.0,15.0,19.0,22.0,25.0,35.0,35.0
394501,405,"Corning, NY",msa,NY,91.0,92.0,84.0,59.0,50.0,37.0,48.0,53.0,64.0,57.0,73.0,82.0,87.0,63.0,44.0,35.0,37.0,36.0,38.0,46.0,48.0,65.0,69.0,82.0,69.0,67.0,68.0,60.0,47.0,35.0,39.0,42.0,34.0,30.0,37.0,35.0,33.0,18.0,14.0,10.0,10.0,12.0,15.0,17.0,18.0,20.0,23.0,22.0,18.0,14.0,11.0,12.0,11.0,15.0,17.0,20.0,20.0,36.0,38.0
394505,406,"Corvallis, OR",msa,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,29.0,18.0,7.0,7.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,10.0,13.0,14.0,14.0
394469,407,"Clarksburg, WV",msa,WV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
394911,408,"New Philadelphia, OH",msa,OH,57.0,52.0,39.0,39.0,39.0,44.0,44.0,42.0,43.0,45.0,58.0,54.0,50.0,34.0,33.0,38.0,42.0,44.0,41.0,41.0,42.0,49.0,59.0,57.0,63.0,55.0,52.0,41.0,33.0,28.0,25.0,25.0,29.0,32.0,35.0,27.0,15.0,6.0,4.0,4.0,4.0,6.0,7.0,9.0,10.0,11.0,12.0,10.0,9.0,6.0,5.0,6.0,6.0,7.0,9.0,9.0,11.0,13.0,18.0
394928,409,"Ocean City, NJ",msa,NJ,87.0,77.0,79.0,73.0,66.0,56.0,55.0,59.0,55.0,65.0,76.0,79.0,62.0,55.0,53.0,57.0,58.0,65.0,67.0,59.0,61.0,64.0,77.0,75.0,72.0,61.0,58.0,57.0,52.0,39.0,25.0,21.0,26.0,35.0,34.0,30.0,23.0,21.0,20.0,17.0,18.0,17.0,18.0,18.0,20.0,24.0,32.0,30.0,26.0,16.0,15.0,16.0,19.0,24.0,27.0,30.0,29.0,35.0,46.0
395140,410,"Sunbury, PA",msa,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,18.0,23.0,22.0,21.0,14.0,18.0,27.0,28.0,24.0,14.0,9.0,10.0,10.0,11.0,14.0,15.0,19.0,21.0,24.0
753887,411,"Hermiston, OR",msa,OR,44.0,23.0,21.0,31.0,28.0,32.0,28.0,38.0,46.0,50.0,49.0,45.0,39.0,29.0,21.0,18.0,20.0,25.0,29.0,35.0,37.0,39.0,52.0,47.0,40.0,19.0,21.0,25.0,25.0,17.0,16.0,21.0,24.0,22.0,16.0,11.0,9.0,8.0,7.0,10.0,10.0,12.0,11.0,13.0,16.0,16.0,16.0,14.0,12.0,11.0,12.0,14.0,16.0,21.0,24.0,26.0,29.0,33.0,49.0
394964,412,"Parkersburg, WV",msa,WV,79.0,73.0,53.0,53.0,46.0,58.0,67.0,75.0,70.0,66.0,65.0,72.0,74.0,67.0,57.0,51.0,48.0,47.0,51.0,63.0,73.0,79.0,79.0,66.0,56.0,54.0,55.0,66.0,59.0,57.0,46.0,44.0,49.0,52.0,54.0,41.0,31.0,17.0,12.0,8.0,9.0,10.0,14.0,18.0,20.0,19.0,22.0,19.0,16.0,8.0,6.0,7.0,9.0,10.0,12.0,12.0,13.0,18.0,20.0
394641,413,"Grants Pass, OR",msa,OR,,,,,,,,,,,65.0,90.0,73.0,58.0,26.0,24.0,25.0,46.0,47.0,57.0,51.0,63.0,56.0,44.0,24.0,24.0,26.0,28.0,20.0,15.0,12.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,6.0,7.0,7.0,8.0,10.0,12.0,15.0,22.0,25.0,23.0,15.0,11.0,10.0,13.0,15.0,19.0,24.0,29.0,32.0,39.0,54.0
394809,415,"Lufkin, TX",msa,TX,81.0,75.0,60.0,46.0,38.0,40.0,46.0,43.0,60.0,59.0,84.0,70.0,64.0,32.0,38.0,44.0,46.0,37.0,30.0,28.0,33.0,40.0,58.0,66.0,61.0,46.0,31.0,30.0,27.0,25.0,23.0,22.0,20.0,19.0,19.0,19.0,19.0,17.0,14.0,9.0,7.0,8.0,9.0,10.0,12.0,14.0,15.0,12.0,11.0,11.0,11.0,13.0,16.0,18.0,19.0,24.0,27.0,35.0,35.0
394980,416,"Pine Bluff, AR",msa,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,34.0,25.0,20.0,19.0,20.0,27.0,28.0,31.0,31.0,27.0,20.0,17.0,21.0,26.0,22.0,22.0,27.0,40.0,50.0
395175,417,"Ukiah, CA",msa,CA,50.0,44.0,31.0,31.0,33.0,33.0,31.0,38.0,39.0,45.0,52.0,64.0,77.0,61.0,49.0,30.0,36.0,47.0,48.0,45.0,36.0,43.0,57.0,62.0,53.0,40.0,32.0,34.0,32.0,31.0,26.0,19.0,18.0,22.0,23.0,21.0,17.0,14.0,13.0,13.0,14.0,14.0,14.0,14.0,17.0,21.0,27.0,28.0,23.0,17.0,16.0,21.0,29.0,35.0,39.0,37.0,36.0,45.0,66.0
395248,418,"Zanesville, OH",msa,OH,73.0,55.0,35.0,36.0,32.0,35.0,39.0,54.0,63.0,73.0,74.0,67.0,63.0,54.0,51.0,45.0,40.0,39.0,40.0,46.0,58.0,57.0,60.0,48.0,38.0,32.0,26.0,24.0,21.0,26.0,27.0,23.0,20.0,27.0,35.0,32.0,23.0,11.0,6.0,4.0,5.0,7.0,9.0,10.0,11.0,15.0,14.0,12.0,6.0,6.0,6.0,6.0,6.0,7.0,9.0,12.0,16.0,19.0,19.0
394925,419,"Oak Harbor, WA",msa,WA,16.0,11.0,11.0,11.0,12.0,13.0,16.0,23.0,28.0,37.0,38.0,36.0,25.0,16.0,12.0,12.0,12.0,14.0,16.0,20.0,22.0,24.0,29.0,25.0,19.0,9.0,9.0,9.0,8.0,7.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,12.0,14.0,14.0,,,34.0
395042,420,"Russellville, AR",msa,AR,,,,,,,,,,,,51.0,33.0,32.0,36.0,36.0,33.0,26.0,33.0,41.0,43.0,41.0,41.0,42.0,35.0,30.0,28.0,27.0,29.0,26.0,26.0,21.0,17.0,18.0,16.0,15.0,10.0,9.0,7.0,10.0,10.0,11.0,11.0,13.0,18.0,19.0,20.0,18.0,16.0,12.0,9.0,8.0,12.0,18.0,22.0,20.0,18.0,20.0,24.0
394942,421,"Orangeburg, SC",msa,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,33.0
394907,422,"New Castle, PA",msa,PA,95.0,85.0,81.0,67.0,60.0,59.0,55.0,62.0,63.0,62.0,78.0,81.0,99.0,85.0,74.0,55.0,48.0,55.0,54.0,50.0,45.0,49.0,55.0,59.0,43.0,54.0,56.0,65.0,42.0,29.0,19.0,20.0,21.0,26.0,30.0,38.0,32.0,22.0,6.0,6.0,6.0,8.0,10.0,14.0,14.0,17.0,22.0,21.0,17.0,9.0,8.0,8.0,9.0,9.0,10.0,10.0,17.0,25.0,31.0
394511,424,"Cullman, AL",msa,AL,,,,,,,,,,,,,,,,,,,,,,92.0,81.0,79.0,65.0,76.0,70.0,69.0,51.0,46.0,50.0,54.0,75.0,70.0,69.0,40.0,33.0,25.0,19.0,26.0,24.0,33.0,26.0,27.0,25.0,31.0,32.0,29.0,20.0,16.0,16.0,18.0,21.0,25.0,31.0,34.0,35.0,43.0,49.0
394489,425,"Columbus, IN",msa,IN,42.0,29.0,20.0,15.0,15.0,17.0,18.0,21.0,22.0,36.0,39.0,34.0,19.0,10.0,9.0,8.0,9.0,10.0,10.0,10.0,15.0,25.0,28.0,23.0,16.0,13.0,13.0,11.0,10.0,12.0,11.0,10.0,10.0,11.0,11.0,8.0,6.0,4.0,4.0,4.0,5.0,5.0,6.0,7.0,8.0,10.0,10.0,8.0,5.0,5.0,4.0,4.0,5.0,7.0,7.0,9.0,10.0,16.0,24.0
394345,427,"Athens, TX",msa,TX,72.0,52.0,35.0,32.0,37.0,44.0,45.0,44.0,43.0,63.0,76.0,76.0,55.0,42.0,40.0,39.0,39.0,40.0,43.0,41.0,51.0,54.0,55.0,44.0,40.0,40.0,50.0,53.0,47.0,30.0,23.0,24.0,27.0,30.0,40.0,39.0,38.0,27.0,28.0,23.0,23.0,23.0,24.0,26.0,27.0,31.0,30.0,33.0,27.0,21.0,12.0,13.0,16.0,22.0,27.0,34.0,41.0,48.0,60.0
394847,428,"Meadville, PA",msa,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0
394704,429,"Indiana, PA",msa,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,65.0,53.0,27.0,32.0,53.0,59.0,73.0,72.0,87.0,73.0,56.0,28.0,17.0,8.0,9.0,12.0,13.0,17.0,19.0,34.0,56.0,54.0,38.0,10.0,8.0,8.0,10.0,12.0,12.0,20.0,36.0,45.0
394859,430,"Midland, MI",msa,MI,53.0,33.0,15.0,15.0,15.0,18.0,20.0,24.0,30.0,38.0,51.0,50.0,41.0,20.0,12.0,9.0,12.0,16.0,17.0,21.0,28.0,43.0,50.0,41.0,26.0,16.0,13.0,12.0,7.0,7.0,8.0,7.0,8.0,9.0,13.0,15.0,12.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,9.0,10.0,10.0,9.0,6.0,5.0,5.0,5.0,5.0,6.0,7.0,8.0,10.0,12.0,12.0
394682,431,"Hinesville, GA",msa,GA,37.0,34.0,42.0,44.0,37.0,36.0,30.0,33.0,34.0,35.0,42.0,35.0,39.0,31.0,36.0,35.0,35.0,40.0,41.0,34.0,26.0,31.0,54.0,56.0,48.0,33.0,29.0,28.0,29.0,25.0,27.0,17.0,18.0,16.0,16.0,13.0,10.0,7.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,7.0,9.0,12.0,13.0,13.0,12.0,14.0
394395,432,"Bloomsburg, PA",msa,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,23.0,20.0,11.0,14.0,26.0,23.0,19.0,6.0,7.0,7.0,8.0,11.0,13.0,14.0,17.0,18.0,17.0
394755,433,"Kokomo, IN",msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,18.0,15.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,8.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,8.0,10.0,12.0,14.0,14.0
394568,434,"Elmira, NY",msa,NY,,,,,,,,,,,,,,,,,,,,,,,71.0,71.0,56.0,74.0,93.0,90.0,48.0,27.0,32.0,31.0,31.0,25.0,33.0,32.0,24.0,12.0,7.0,10.0,11.0,14.0,19.0,19.0,20.0,17.0,21.0,23.0,19.0,12.0,8.0,8.0,10.0,12.0,16.0,17.0,20.0,24.0,39.0
394675,435,"Helena, MT",msa,MT,,,,,,,,,,,,,,101.0,24.0,25.0,16.0,22.0,27.0,37.0,44.0,61.0,62.0,53.0,31.0,18.0,15.0,14.0,15.0,11.0,14.0,11.0,12.0,8.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,12.0,12.0,12.0,8.0,8.0,7.0,7.0,8.0,10.0,13.0,13.0,14.0,17.0,20.0
394452,436,"Centralia, WA",msa,WA,43.0,24.0,16.0,14.0,16.0,17.0,17.0,22.0,28.0,35.0,38.0,33.0,26.0,17.0,14.0,11.0,14.0,16.0,18.0,18.0,22.0,28.0,36.0,30.0,21.0,10.0,13.0,14.0,11.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,7.0,6.0,6.0,7.0,8.0,9.0,11.0,12.0,15.0,18.0,15.0,12.0,7.0,7.0,7.0,9.0,12.0,17.0,22.0,29.0,34.0,45.0,49.0
395231,437,"Wilson, NC",msa,NC,61.0,44.0,23.0,34.0,37.0,34.0,29.0,27.0,27.0,30.0,34.0,35.0,28.0,22.0,19.0,16.0,19.0,21.0,29.0,22.0,26.0,22.0,30.0,27.0,21.0,17.0,14.0,14.0,10.0,11.0,10.0,9.0,7.0,8.0,8.0,8.0,6.0,5.0,5.0,4.0,5.0,6.0,7.0,6.0,7.0,8.0,10.0,10.0,7.0,6.0,5.0,5.0,7.0,10.0,11.0,9.0,8.0,9.0,10.0
395133,438,"Stillwater, OK",msa,OK,47.0,28.0,23.0,26.0,29.0,37.0,47.0,61.0,60.0,64.0,63.0,66.0,52.0,40.0,32.0,35.0,35.0,40.0,44.0,50.0,57.0,66.0,78.0,76.0,57.0,41.0,34.0,33.0,28.0,26.0,29.0,38.0,43.0,41.0,35.0,28.0,26.0,16.0,11.0,8.0,8.0,13.0,19.0,22.0,24.0,22.0,25.0,21.0,15.0,9.0,6.0,6.0,9.0,11.0,16.0,16.0,20.0,23.0,23.0
394941,439,"Opelousas, LA",msa,LA,126.0,127.0,102.0,76.0,60.0,64.0,74.0,87.0,87.0,69.0,69.0,76.0,90.0,92.0,80.0,72.0,67.0,59.0,53.0,54.0,62.0,66.0,59.0,57.0,65.0,103.0,97.0,98.0,67.0,66.0,60.0,51.0,52.0,43.0,38.0,33.0,22.0,15.0,12.0,13.0,17.0,18.0,24.0,19.0,23.0,26.0,26.0,21.0,17.0,19.0,20.0,16.0,14.0,17.0,23.0,28.0,32.0,31.0,54.0
394644,440,"Great Falls, MT",msa,MT,,,,,,,,,,,,,,33.0,21.0,23.0,24.0,31.0,40.0,39.0,39.0,33.0,42.0,51.0,47.0,39.0,23.0,22.0,24.0,25.0,30.0,21.0,16.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0
395126,441,"Statesboro, GA",msa,GA,44.0,32.0,40.0,51.0,62.0,60.0,63.0,53.0,64.0,72.0,75.0,59.0,35.0,31.0,33.0,43.0,43.0,46.0,49.0,62.0,61.0,51.0,62.0,57.0,59.0,46.0,52.0,42.0,30.0,23.0,22.0,25.0,21.0,21.0,26.0,26.0,24.0,12.0,9.0,10.0,10.0,12.0,12.0,15.0,15.0,22.0,18.0,17.0,8.0,9.0,7.0,8.0,10.0,14.0,14.0,14.0,16.0,23.0,30.0
394445,442,"Casper, WY",msa,WY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,18.0
395085,443,"Seneca, SC",msa,SC,93.0,92.0,57.0,48.0,29.0,40.0,45.0,52.0,42.0,73.0,80.0,89.0,66.0,59.0,53.0,46.0,40.0,41.0,39.0,40.0,43.0,54.0,59.0,49.0,38.0,31.0,31.0,26.0,21.0,17.0,16.0,13.0,11.0,13.0,14.0,16.0,13.0,12.0,8.0,7.0,6.0,8.0,10.0,11.0,10.0,15.0,16.0,15.0,9.0,7.0,7.0,7.0,9.0,13.0,14.0,14.0,17.0,22.0,26.0
395145,444,"Talladega, AL",msa,AL,,,,,,,,,,,93.0,87.0,59.0,47.0,54.0,51.0,51.0,46.0,44.0,41.0,36.0,55.0,87.0,86.0,77.0,57.0,58.0,67.0,54.0,45.0,30.0,31.0,30.0,34.0,37.0,37.0,27.0,20.0,17.0,14.0,11.0,12.0,19.0,24.0,26.0,22.0,22.0,22.0,23.0,16.0,11.0,8.0,11.0,14.0,23.0,24.0,30.0,31.0,47.0
394986,445,"Plattsburgh, NY",msa,NY,62.0,55.0,38.0,32.0,27.0,35.0,44.0,52.0,55.0,54.0,67.0,66.0,62.0,39.0,23.0,18.0,20.0,25.0,26.0,45.0,53.0,71.0,65.0,70.0,58.0,50.0,41.0,33.0,28.0,22.0,25.0,23.0,24.0,29.0,33.0,36.0,28.0,19.0,12.0,10.0,14.0,18.0,19.0,18.0,17.0,26.0,49.0,51.0,42.0,16.0,12.0,10.0,15.0,17.0,23.0,26.0,33.0,32.0,35.0
395205,446,"Warsaw, IN",msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,20.0,25.0,26.0,34.0,29.0,20.0,6.0,4.0,5.0,6.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,5.0,5.0,6.0,9.0,10.0,11.0,14.0,20.0,20.0
395077,448,"Searcy, AR",msa,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,12.0,13.0,11.0,12.0,16.0,19.0,22.0,17.0,11.0,7.0,8.0,11.0,11.0,15.0,16.0,23.0,28.0,32.0,28.0
394541,449,"DuBois, PA",msa,PA,,,,,,,,,,,,,103.0,85.0,60.0,55.0,48.0,53.0,42.0,51.0,50.0,61.0,67.0,94.0,84.0,88.0,66.0,62.0,41.0,29.0,25.0,20.0,22.0,23.0,32.0,26.0,37.0,26.0,26.0,12.0,12.0,11.0,11.0,12.0,15.0,16.0,23.0,23.0,21.0,14.0,10.0,11.0,11.0,13.0,21.0,23.0,28.0,24.0,25.0
753881,450,"Glenwood Springs, CO",msa,CO,48.0,34.0,33.0,31.0,34.0,40.0,54.0,55.0,58.0,51.0,68.0,74.0,74.0,53.0,33.0,27.0,30.0,38.0,46.0,50.0,63.0,76.0,90.0,80.0,53.0,30.0,26.0,30.0,32.0,30.0,29.0,29.0,30.0,34.0,42.0,35.0,26.0,13.0,11.0,9.0,9.0,9.0,11.0,13.0,14.0,15.0,13.0,11.0,9.0,7.0,7.0,9.0,11.0,12.0,17.0,29.0,42.0,39.0,29.0
394994,451,"Port Angeles, WA",msa,WA,28.0,19.0,15.0,10.0,12.0,15.0,15.0,18.0,23.0,34.0,44.0,64.0,58.0,43.0,18.0,13.0,15.0,16.0,17.0,19.0,22.0,32.0,46.0,45.0,31.0,16.0,12.0,14.0,12.0,10.0,10.0,10.0,10.0,9.0,8.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,9.0,10.0,11.0,10.0,8.0,7.0,7.0,7.0,8.0,11.0,13.0,18.0,21.0,23.0,30.0,39.0
394674,452,"Heber, UT",msa,UT,54.0,39.0,31.0,25.0,27.0,36.0,46.0,58.0,54.0,64.0,69.0,85.0,83.0,70.0,50.0,34.0,32.0,38.0,51.0,53.0,63.0,52.0,56.0,47.0,49.0,36.0,31.0,25.0,28.0,29.0,32.0,29.0,30.0,31.0,30.0,23.0,16.0,12.0,8.0,8.0,10.0,14.0,17.0,18.0,17.0,16.0,14.0,11.0,8.0,8.0,9.0,12.0,17.0,29.0,42.0,54.0,51.0,52.0,60.0
394866,453,"Minot, ND",msa,ND,110.0,91.0,64.0,35.0,39.0,47.0,52.0,51.0,63.0,76.0,90.0,92.0,95.0,83.0,63.0,44.0,37.0,47.0,52.0,55.0,67.0,80.0,94.0,72.0,64.0,43.0,44.0,32.0,33.0,40.0,59.0,73.0,82.0,66.0,53.0,34.0,25.0,14.0,9.0,9.0,10.0,14.0,17.0,22.0,21.0,21.0,20.0,19.0,14.0,9.0,8.0,7.0,9.0,12.0,17.0,23.0,27.0,36.0,45.0
394465,454,"Chillicothe, OH",msa,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,19.0,18.0,11.0,9.0,9.0,10.0,14.0,13.0,12.0,9.0,10.0,8.0,8.0,8.0,9.0,7.0,9.0,10.0,15.0,14.0,12.0,7.0,5.0,5.0,6.0,6.0,7.0,8.0,11.0,13.0,16.0,18.0
394738,455,"Keene, NH",msa,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,28.0,23.0,18.0,9.0,13.0,12.0,12.0,7.0,7.0,7.0,8.0,8.0,9.0,10.0,10.0,10.0,9.0,8.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,10.0,12.0,13.0,12.0
753893,456,"Jefferson, GA",msa,GA,26.0,18.0,20.0,20.0,19.0,21.0,24.0,27.0,26.0,25.0,35.0,41.0,36.0,24.0,19.0,20.0,25.0,22.0,23.0,22.0,23.0,30.0,35.0,34.0,27.0,23.0,22.0,22.0,19.0,16.0,14.0,13.0,14.0,14.0,13.0,9.0,6.0,5.0,6.0,6.0,6.0,6.0,8.0,9.0,10.0,11.0,11.0,10.0,7.0,7.0,7.0,7.0,9.0,13.0,17.0,21.0,26.0,35.0,41.0
394350,457,"Auburn, NY",msa,NY,,,,,,,,,,,,79.0,70.0,69.0,51.0,38.0,37.0,44.0,55.0,60.0,62.0,66.0,64.0,85.0,77.0,78.0,65.0,55.0,46.0,25.0,25.0,23.0,28.0,30.0,35.0,48.0,38.0,30.0,9.0,10.0,8.0,10.0,13.0,14.0,18.0,16.0,18.0,22.0,22.0,19.0,11.0,11.0,12.0,14.0,15.0,19.0,20.0,25.0,33.0
394298,458,"Aberdeen, WA",msa,WA,49.0,37.0,20.0,20.0,21.0,26.0,27.0,34.0,30.0,35.0,34.0,38.0,31.0,22.0,16.0,14.0,17.0,19.0,24.0,28.0,37.0,37.0,31.0,21.0,14.0,16.0,14.0,14.0,11.0,10.0,11.0,10.0,9.0,8.0,7.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,9.0,11.0,13.0,14.0,14.0,12.0,9.0,8.0,8.0,9.0,12.0,16.0,21.0,25.0,31.0,41.0,49.0
394936,459,"Olean, NY",msa,NY,112.0,102.0,73.0,60.0,52.0,52.0,49.0,70.0,95.0,104.0,108.0,118.0,131.0,116.0,88.0,58.0,50.0,43.0,47.0,56.0,67.0,81.0,90.0,102.0,104.0,85.0,73.0,63.0,58.0,46.0,36.0,38.0,40.0,52.0,57.0,57.0,35.0,20.0,11.0,10.0,10.0,15.0,18.0,21.0,19.0,18.0,26.0,28.0,26.0,16.0,11.0,11.0,12.0,14.0,16.0,20.0,22.0,29.0,31.0
394593,460,"Findlay, OH",msa,OH,41.0,17.0,13.0,11.0,14.0,17.0,24.0,32.0,34.0,34.0,39.0,36.0,28.0,15.0,15.0,17.0,19.0,20.0,21.0,20.0,24.0,32.0,33.0,28.0,15.0,13.0,9.0,10.0,8.0,10.0,10.0,10.0,12.0,19.0,21.0,17.0,10.0,6.0,6.0,6.0,7.0,8.0,10.0,10.0,11.0,16.0,23.0,20.0,14.0,5.0,5.0,6.0,8.0,11.0,14.0,13.0,13.0,20.0,23.0
394516,462,"Danville, IL",msa,IL,,,,,,,,,,,,,,,,,,,,,82.0,76.0,76.0,85.0,74.0,55.0,51.0,51.0,50.0,34.0,29.0,31.0,44.0,60.0,70.0,67.0,47.0,28.0,11.0,9.0,10.0,9.0,11.0,15.0,21.0,25.0,20.0,14.0,9.0,9.0,10.0,9.0,9.0,8.0,9.0,16.0,20.0,31.0,39.0
394955,463,"Palatka, FL",msa,FL,78.0,63.0,78.0,61.0,57.0,47.0,43.0,46.0,53.0,78.0,86.0,77.0,53.0,48.0,50.0,50.0,52.0,58.0,69.0,60.0,52.0,60.0,73.0,69.0,59.0,59.0,72.0,61.0,47.0,32.0,27.0,21.0,19.0,22.0,26.0,24.0,23.0,19.0,17.0,13.0,11.0,13.0,15.0,20.0,21.0,23.0,26.0,25.0,20.0,11.0,11.0,13.0,16.0,20.0,21.0,21.0,26.0,30.0,48.0
395010,464,"Quincy, IL",msa,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,15.0,12.0,13.0,18.0,18.0,13.0,6.0,3.0,3.0,5.0,6.0,9.0,11.0,12.0,12.0,12.0
394999,465,"Portsmouth, OH",msa,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,19.0,8.0,7.0,10.0,11.0,12.0,12.0,14.0,17.0,27.0,32.0,30.0,20.0,12.0,15.0,15.0,17.0,20.0,27.0,31.0,38.0,33.0
394614,466,"Frankfort, KY",msa,KY,50.0,27.0,18.0,16.0,17.0,21.0,21.0,20.0,29.0,31.0,37.0,31.0,29.0,26.0,21.0,19.0,17.0,15.0,15.0,17.0,21.0,26.0,41.0,37.0,33.0,15.0,13.0,10.0,9.0,9.0,9.0,9.0,11.0,12.0,13.0,11.0,8.0,6.0,4.0,4.0,4.0,4.0,6.0,7.0,8.0,7.0,11.0,10.0,9.0,5.0,4.0,5.0,7.0,7.0,8.0,8.0,11.0,17.0,20.0
